default_constraint_rankings
--------------------------------------------------
ranking	suffix	prefix	infix	nonconcat_cv	nonconcat_unattested
align_left_root >> contiguity >> align_right_residue >> align_left_residue >> c_adj_v >> align_right_root	10	0	0	0	0
align_left_root >> contiguity >> align_right_residue >> align_left_residue >> align_right_root >> c_adj_v	10	0	0	0	0
align_left_root >> contiguity >> align_right_residue >> align_right_root >> c_adj_v >> align_left_residue	10	0	0	0	0
align_left_root >> contiguity >> align_right_residue >> align_right_root >> align_left_residue >> c_adj_v	10	0	0	0	0
align_left_root >> c_adj_v >> contiguity >> align_left_residue >> align_right_root >> align_right_residue	4	0	4	1	1
align_left_root >> c_adj_v >> contiguity >> align_left_residue >> align_right_residue >> align_right_root	4	0	4	1	1
align_left_root >> c_adj_v >> contiguity >> align_right_root >> align_left_residue >> align_right_residue	4	0	4	1	1
align_left_root >> c_adj_v >> contiguity >> align_right_root >> align_right_residue >> align_left_residue	4	0	4	1	1
align_left_root >> c_adj_v >> contiguity >> align_right_residue >> align_left_residue >> align_right_root	4	0	4	1	1
align_left_root >> c_adj_v >> contiguity >> align_right_residue >> align_right_root >> align_left_residue	4	0	4	1	1
align_left_root >> c_adj_v >> align_left_residue >> contiguity >> align_right_root >> align_right_residue	1	0	6	1	2
align_left_root >> c_adj_v >> align_left_residue >> contiguity >> align_right_residue >> align_right_root	1	0	6	1	2
align_left_root >> c_adj_v >> align_left_residue >> align_right_root >> contiguity >> align_right_residue	1	0	6	1	2
align_left_root >> c_adj_v >> align_left_residue >> align_right_root >> align_right_residue >> contiguity	1	0	5	1	3
align_left_root >> c_adj_v >> align_left_residue >> align_right_residue >> contiguity >> align_right_root	1	0	3	1	5
align_left_root >> c_adj_v >> align_left_residue >> align_right_residue >> align_right_root >> contiguity	1	0	3	1	5
align_left_root >> c_adj_v >> align_right_root >> contiguity >> align_left_residue >> align_right_residue	1	0	7	1	1
align_left_root >> c_adj_v >> align_right_root >> contiguity >> align_right_residue >> align_left_residue	1	0	7	1	1
align_left_root >> c_adj_v >> align_right_root >> align_left_residue >> contiguity >> align_right_residue	1	0	6	1	2
align_left_root >> c_adj_v >> align_right_root >> align_left_residue >> align_right_residue >> contiguity	1	0	5	1	3
align_left_root >> c_adj_v >> align_right_root >> align_right_residue >> contiguity >> align_left_residue	1	0	6	1	2
align_left_root >> c_adj_v >> align_right_root >> align_right_residue >> align_left_residue >> contiguity	1	0	5	1	3
align_left_root >> c_adj_v >> align_right_residue >> contiguity >> align_left_residue >> align_right_root	4	0	2	1	3
align_left_root >> c_adj_v >> align_right_residue >> contiguity >> align_right_root >> align_left_residue	4	0	2	1	3
align_left_root >> c_adj_v >> align_right_residue >> align_left_residue >> contiguity >> align_right_root	3	0	1	1	5
align_left_root >> c_adj_v >> align_right_residue >> align_left_residue >> align_right_root >> contiguity	3	0	1	1	5
align_left_root >> c_adj_v >> align_right_residue >> align_right_root >> contiguity >> align_left_residue	3	0	2	1	4
align_left_root >> c_adj_v >> align_right_residue >> align_right_root >> align_left_residue >> contiguity	3	0	1	1	5
align_left_root >> align_left_residue >> contiguity >> c_adj_v >> align_right_root >> align_right_residue	0	0	10	0	0
align_left_root >> align_left_residue >> contiguity >> c_adj_v >> align_right_residue >> align_right_root	0	0	10	0	0
align_left_root >> align_left_residue >> contiguity >> align_right_root >> c_adj_v >> align_right_residue	0	0	10	0	0
align_left_root >> align_left_residue >> contiguity >> align_right_root >> align_right_residue >> c_adj_v	0	0	10	0	0
align_left_root >> align_left_residue >> contiguity >> align_right_residue >> c_adj_v >> align_right_root	0	0	10	0	0
align_left_root >> align_left_residue >> contiguity >> align_right_residue >> align_right_root >> c_adj_v	0	0	10	0	0
align_left_root >> align_left_residue >> c_adj_v >> contiguity >> align_right_root >> align_right_residue	0	0	6	1	3
align_left_root >> align_left_residue >> c_adj_v >> contiguity >> align_right_residue >> align_right_root	0	0	6	1	3
align_left_root >> align_left_residue >> c_adj_v >> align_right_root >> contiguity >> align_right_residue	0	0	6	1	3
align_left_root >> align_left_residue >> c_adj_v >> align_right_root >> align_right_residue >> contiguity	0	0	3	1	6
align_left_root >> align_left_residue >> c_adj_v >> align_right_residue >> contiguity >> align_right_root	0	0	3	1	6
align_left_root >> align_left_residue >> c_adj_v >> align_right_residue >> align_right_root >> contiguity	0	0	3	1	6
align_left_root >> align_left_residue >> align_right_root >> contiguity >> c_adj_v >> align_right_residue	0	0	10	0	0
align_left_root >> align_left_residue >> align_right_root >> contiguity >> align_right_residue >> c_adj_v	0	0	10	0	0
align_left_root >> align_left_residue >> align_right_root >> c_adj_v >> contiguity >> align_right_residue	0	0	7	1	2
align_left_root >> align_left_residue >> align_right_root >> c_adj_v >> align_right_residue >> contiguity	0	0	3	1	6
align_left_root >> align_left_residue >> align_right_root >> align_right_residue >> contiguity >> c_adj_v	0	0	0	1	9
align_left_root >> align_left_residue >> align_right_root >> align_right_residue >> c_adj_v >> contiguity	0	0	0	1	9
align_left_root >> align_left_residue >> align_right_residue >> contiguity >> c_adj_v >> align_right_root	0	0	0	1	9
align_left_root >> align_left_residue >> align_right_residue >> contiguity >> align_right_root >> c_adj_v	0	0	0	1	9
align_left_root >> align_left_residue >> align_right_residue >> c_adj_v >> contiguity >> align_right_root	0	0	0	1	9
align_left_root >> align_left_residue >> align_right_residue >> c_adj_v >> align_right_root >> contiguity	0	0	0	1	9
align_left_root >> align_left_residue >> align_right_residue >> align_right_root >> contiguity >> c_adj_v	0	0	0	1	9
align_left_root >> align_left_residue >> align_right_residue >> align_right_root >> c_adj_v >> contiguity	0	0	0	1	9
align_left_root >> align_right_root >> contiguity >> c_adj_v >> align_left_residue >> align_right_residue	0	0	10	0	0
align_left_root >> align_right_root >> contiguity >> c_adj_v >> align_right_residue >> align_left_residue	0	0	10	0	0
align_left_root >> align_right_root >> contiguity >> align_left_residue >> c_adj_v >> align_right_residue	0	0	10	0	0
align_left_root >> align_right_root >> contiguity >> align_left_residue >> align_right_residue >> c_adj_v	0	0	10	0	0
align_left_root >> align_right_root >> contiguity >> align_right_residue >> c_adj_v >> align_left_residue	0	0	10	0	0
align_left_root >> align_right_root >> contiguity >> align_right_residue >> align_left_residue >> c_adj_v	0	0	10	0	0
align_left_root >> align_right_root >> c_adj_v >> contiguity >> align_left_residue >> align_right_residue	0	0	9	1	0
align_left_root >> align_right_root >> c_adj_v >> contiguity >> align_right_residue >> align_left_residue	0	0	9	1	0
align_left_root >> align_right_root >> c_adj_v >> align_left_residue >> contiguity >> align_right_residue	0	0	8	1	1
align_left_root >> align_right_root >> c_adj_v >> align_left_residue >> align_right_residue >> contiguity	0	0	6	1	3
align_left_root >> align_right_root >> c_adj_v >> align_right_residue >> contiguity >> align_left_residue	0	0	8	1	1
align_left_root >> align_right_root >> c_adj_v >> align_right_residue >> align_left_residue >> contiguity	0	0	6	1	3
align_left_root >> align_right_root >> align_left_residue >> contiguity >> c_adj_v >> align_right_residue	0	0	10	0	0
align_left_root >> align_right_root >> align_left_residue >> contiguity >> align_right_residue >> c_adj_v	0	0	10	0	0
align_left_root >> align_right_root >> align_left_residue >> c_adj_v >> contiguity >> align_right_residue	0	0	7	1	2
align_left_root >> align_right_root >> align_left_residue >> c_adj_v >> align_right_residue >> contiguity	0	0	3	1	6
align_left_root >> align_right_root >> align_left_residue >> align_right_residue >> contiguity >> c_adj_v	0	0	0	1	9
align_left_root >> align_right_root >> align_left_residue >> align_right_residue >> c_adj_v >> contiguity	0	0	0	1	9
align_left_root >> align_right_root >> align_right_residue >> contiguity >> c_adj_v >> align_left_residue	0	0	10	0	0
align_left_root >> align_right_root >> align_right_residue >> contiguity >> align_left_residue >> c_adj_v	0	0	10	0	0
align_left_root >> align_right_root >> align_right_residue >> c_adj_v >> contiguity >> align_left_residue	0	0	7	1	2
align_left_root >> align_right_root >> align_right_residue >> c_adj_v >> align_left_residue >> contiguity	0	0	3	1	6
align_left_root >> align_right_root >> align_right_residue >> align_left_residue >> contiguity >> c_adj_v	0	0	0	1	9
align_left_root >> align_right_root >> align_right_residue >> align_left_residue >> c_adj_v >> contiguity	0	0	0	1	9
align_left_root >> align_right_residue >> contiguity >> c_adj_v >> align_left_residue >> align_right_root	10	0	0	0	0
align_left_root >> align_right_residue >> contiguity >> c_adj_v >> align_right_root >> align_left_residue	10	0	0	0	0
align_left_root >> align_right_residue >> contiguity >> align_left_residue >> c_adj_v >> align_right_root	10	0	0	0	0
align_left_root >> align_right_residue >> contiguity >> align_left_residue >> align_right_root >> c_adj_v	10	0	0	0	0
align_left_root >> align_right_residue >> contiguity >> align_right_root >> c_adj_v >> align_left_residue	10	0	0	0	0
align_left_root >> align_right_residue >> contiguity >> align_right_root >> align_left_residue >> c_adj_v	10	0	0	0	0
align_left_root >> align_right_residue >> c_adj_v >> contiguity >> align_left_residue >> align_right_root	5	0	0	1	4
align_left_root >> align_right_residue >> c_adj_v >> contiguity >> align_right_root >> align_left_residue	5	0	0	1	4
align_left_root >> align_right_residue >> c_adj_v >> align_left_residue >> contiguity >> align_right_root	3	0	0	1	6
align_left_root >> align_right_residue >> c_adj_v >> align_left_residue >> align_right_root >> contiguity	3	0	0	1	6
align_left_root >> align_right_residue >> c_adj_v >> align_right_root >> contiguity >> align_left_residue	3	0	0	1	6
align_left_root >> align_right_residue >> c_adj_v >> align_right_root >> align_left_residue >> contiguity	3	0	0	1	6
align_left_root >> align_right_residue >> align_left_residue >> contiguity >> c_adj_v >> align_right_root	0	0	0	1	9
align_left_root >> align_right_residue >> align_left_residue >> contiguity >> align_right_root >> c_adj_v	0	0	0	1	9
align_left_root >> align_right_residue >> align_left_residue >> c_adj_v >> contiguity >> align_right_root	0	0	0	1	9
align_left_root >> align_right_residue >> align_left_residue >> c_adj_v >> align_right_root >> contiguity	0	0	0	1	9
align_left_root >> align_right_residue >> align_left_residue >> align_right_root >> contiguity >> c_adj_v	0	0	0	1	9
align_left_root >> align_right_residue >> align_left_residue >> align_right_root >> c_adj_v >> contiguity	0	0	0	1	9
align_left_root >> align_right_residue >> align_right_root >> contiguity >> c_adj_v >> align_left_residue	0	0	0	1	9
align_left_root >> align_right_residue >> align_right_root >> contiguity >> align_left_residue >> c_adj_v	0	0	0	1	9
align_left_root >> align_right_residue >> align_right_root >> c_adj_v >> contiguity >> align_left_residue	0	0	0	1	9
align_left_root >> align_right_residue >> align_right_root >> c_adj_v >> align_left_residue >> contiguity	0	0	0	1	9
align_left_root >> align_right_residue >> align_right_root >> align_left_residue >> contiguity >> c_adj_v	0	0	0	1	9
align_left_root >> align_right_residue >> align_right_root >> align_left_residue >> c_adj_v >> contiguity	0	0	0	1	9
align_left_residue >> contiguity >> c_adj_v >> align_left_root >> align_right_root >> align_right_residue	0	10	0	0	0
align_left_residue >> contiguity >> c_adj_v >> align_left_root >> align_right_residue >> align_right_root	0	10	0	0	0
align_left_residue >> contiguity >> c_adj_v >> align_right_root >> align_left_root >> align_right_residue	0	10	0	0	0
align_left_residue >> contiguity >> c_adj_v >> align_right_root >> align_right_residue >> align_left_root	0	10	0	0	0
align_left_residue >> contiguity >> c_adj_v >> align_right_residue >> align_left_root >> align_right_root	0	10	0	0	0
align_left_residue >> contiguity >> c_adj_v >> align_right_residue >> align_right_root >> align_left_root	0	10	0	0	0
align_left_residue >> contiguity >> align_left_root >> c_adj_v >> align_right_root >> align_right_residue	0	10	0	0	0
align_left_residue >> contiguity >> align_left_root >> c_adj_v >> align_right_residue >> align_right_root	0	10	0	0	0
align_left_residue >> contiguity >> align_left_root >> align_right_root >> c_adj_v >> align_right_residue	0	10	0	0	0
align_left_residue >> contiguity >> align_left_root >> align_right_root >> align_right_residue >> c_adj_v	0	10	0	0	0
align_left_residue >> contiguity >> align_left_root >> align_right_residue >> c_adj_v >> align_right_root	0	10	0	0	0
align_left_residue >> contiguity >> align_left_root >> align_right_residue >> align_right_root >> c_adj_v	0	10	0	0	0
align_left_residue >> contiguity >> align_right_root >> c_adj_v >> align_left_root >> align_right_residue	0	10	0	0	0
align_left_residue >> contiguity >> align_right_root >> c_adj_v >> align_right_residue >> align_left_root	0	10	0	0	0
align_left_residue >> contiguity >> align_right_root >> align_left_root >> c_adj_v >> align_right_residue	0	10	0	0	0
align_left_residue >> contiguity >> align_right_root >> align_left_root >> align_right_residue >> c_adj_v	0	10	0	0	0
align_left_residue >> contiguity >> align_right_root >> align_right_residue >> c_adj_v >> align_left_root	0	10	0	0	0
align_left_residue >> contiguity >> align_right_root >> align_right_residue >> align_left_root >> c_adj_v	0	10	0	0	0
align_left_residue >> contiguity >> align_right_residue >> c_adj_v >> align_left_root >> align_right_root	0	10	0	0	0
align_left_residue >> contiguity >> align_right_residue >> c_adj_v >> align_right_root >> align_left_root	0	10	0	0	0
align_left_residue >> contiguity >> align_right_residue >> align_left_root >> c_adj_v >> align_right_root	0	10	0	0	0
align_left_residue >> contiguity >> align_right_residue >> align_left_root >> align_right_root >> c_adj_v	0	10	0	0	0
align_left_residue >> contiguity >> align_right_residue >> align_right_root >> c_adj_v >> align_left_root	0	10	0	0	0
align_left_residue >> contiguity >> align_right_residue >> align_right_root >> align_left_root >> c_adj_v	0	10	0	0	0
align_left_residue >> c_adj_v >> contiguity >> align_left_root >> align_right_root >> align_right_residue	0	4	0	1	5
align_left_residue >> c_adj_v >> contiguity >> align_left_root >> align_right_residue >> align_right_root	0	4	0	1	5
